도서관명,시도명,시군구명,도서관유형,휴관일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,열람좌석수,자료수(도서),자료수(연속간행물),자료수(비도서),대출가능권수,대출가능일수,소재지도로명주소,운영기관명,도서관전화번호,부지면적,건물면적,홈페이지주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
마상공원작은도서관,경기도,고양시,작은도서관,월+일+법정공휴일,09:00,18:00,09:00,18:00,00:00,00:00,0,7977,0,150,5,14,경기도 고양시 덕양구 원당로69번길 46(주교동),경기도 고양시청,070-4422-2587,48,48,https://cafe.naver.com/masanglib,37.6601481347,126.8330167574,2026-06-05,3940000,경기도 고양시
마두도서관,경기도,고양시,공공도서관,금+일요일을 제외한 법정공휴일,09:00,22:00,09:00,18:00,09:00,18:00,0,161249,82,3683,7,14,경기도 고양시 일산동구 일산로 355(마두동),경기도 고양시청,031-8075-9067,36029.3,3756.7,https://www.goyanglib.or.kr/MA/index.do,37.6667148445,126.7820551898,2026-06-05,3940000,경기도 고양시
덕이도서관,경기도,고양시,공공도서관,월+일요일을 제외한 법정공휴일,07:00,23:00,07:00,23:00,07:00,23:00,168,89232,65,1781,7,14,경기도 고양시 일산서구 하이파크로 128(덕이동),경기도 고양시청,031-8075-9320,45821.6,2956.88,https://www.goyanglib.or.kr/MN/index.do,37.702950411,126.7545524212,2026-06-05,3940000,경기도 고양시
대화도서관,경기도,고양시,공공도서관,월+일요일을 제외한 법정공휴일,07:00,23:00,07:00,23:00,07:00,23:00,177,151583,144,1816,7,14,경기도 고양시 일산서구 일산로 689(대화동),경기도 고양시청,031-8075-9130,3944,788,https://www.goyanglib.or.kr/MJ/index.do,37.6810217556,126.753940427,2026-06-05,3940000,경기도 고양시
대덕작은도서관,경기도,고양시,작은도서관,토+일+법정공휴일,09:00,18:00,00:00,00:00,00:00,00:00,0,13199,0,330,5,14,경기도 고양시 덕양구 덕은로 34(덕은동),경기도 고양시 대덕동주민자치회,02-3159-8501,118,118,https://blog.naver.com/tjftjftjf011,37.5871009247,126.8766650425,2026-06-05,3940000,경기도 고양시
높빛도서관,경기도,고양시,공공도서관,금+일요일을 제외한 법정공휴일,09:00,22:00,09:00,18:00,09:00,22:00,0,71027,78,378,7,14,경기도 고양시 덕양구 푸른마을로 34-8(고양동),경기도 고양시청,031-8075-9400,1239,2875,https://www.goyanglib.or.kr/MV/index.do,37.7101589626,126.9053031047,2026-06-05,3940000,경기도 고양시
내유작은도서관,경기도,고양시,작은도서관,일+법정공휴일,09:00,18:00,09:00,18:00,00:00,00:00,0,10633,0,0,5,14,경기도 고양시 덕양구 유산길 96(내유동),경기도 고양시 내유동복합커뮤니티,070-4422-2580,145,145,https://band.us/@naeyu,37.7312938749,126.8483916427,2026-06-05,3940000,경기도 고양시
관산작은도서관,경기도,고양시,작은도서관,세번째 월+토+일+법정공휴일,09:00,18:00,00:00,00:00,00:00,00:00,0,29390,0,480,5,14,경기도 고양시 덕양구 통일로 789(관산동),경기도 고양시 덕양구 관산동주민자치회,031-962-1969,198,198,https://cafe.daum.net/glibrary,37.6880148485,126.862533565,2026-06-05,3940000,경기도 고양시
가좌도서관,경기도,고양시,공공도서관,금+일요일을 제외한 법정공휴일,07:00,23:00,07:00,23:00,07:00,23:00,122,86717,67,1362,7,14,경기도 고양시 일산서구 가좌3로 16(가좌동),경기도 고양시청,031-8075-9380,1622,4159.54,https://www.goyanglib.or.kr/MT/index.do,37.6861667533,126.7203004264,2026-06-05,3940000,경기도 고양시
와동교육도서관,경기도,안산시,공공도서관,매주월요일+국가지정공휴일+추석연휴+설날연휴,09:00,22:00,09:00,18:00,09:00,18:00,350,27244,68,0,10,14,경기도 안산시 단원구 와동공원로 71 (와동),안산시 중앙도서관,,1980,4210.98,,37.33895056,126.81978580,2026-06-19,3930000,경기도 안산시
와동별빛누리작은도서관,경기도,안산시,작은도서관,매주일요일+국가지정공휴일+추석연휴+설날연휴,09:00,18:00,09:00,15:00,00:00,00:00,40,13259,0,0,10,14,경기도 안산시 단원구 와동로 118 (와동),안산시 중앙도서관,,199.77,199.77,,37.34059879,126.82726483,2026-06-19,3930000,경기도 안산시
선녀마을작은도서관,경기도,안산시,작은도서관,매주월요일+국가지정공휴일+추석연휴+설날연휴,09:00,18:00,09:00,18:00,09:00,18:00,36,11460,14,0,10,14,경기도 안산시 단원구 우목골길 7-15 (선부동),안산시 중앙도서관,,94,94,,37.34258401,126.81308290,2026-06-19,3930000,경기도 안산시
평생학습관작은도서관,경기도,안산시,작은도서관,매주일요일+국가지정공휴일+추석연휴+설날연휴,09:30,18:00,09:30,18:00,00:00,00:00,20,14017,20,0,10,14,경기도 안산시 상록구 차돌배기로 24-1(사동),안산시 감골도서관,,112.5,112.5,,37.29868495,126.84692990,2026-06-19,3930000,경기도 안산시
해양동 작은도서관,경기도,안산시,작은도서관,매주토요일+매주일요일+국가지정공휴일+추석연휴+설날연휴,09:00,18:00,00:00,00:00,00:00,00:00,26,10232,6,0,10,14,경기도 안산시 상록구 해양로 8(사동),안산시 감골도서관,031-481-5774,101.6,101.06,http://lib.ansan.go.kr,37.29473547,126.82005020,2026-06-19,3930000,경기도 안산시
상록수도서관,경기도,안산시,공공도서관,매주월요일+국가지정공휴일+추석연휴+설날연휴,09:00,22:00,09:00,18:00,09:00,18:00,142,23147,42,0,10,14,경기도 안산시 상록구 샘골로 167(본오동),안산시 감골도서관,031-481-3035,643.3,997.05,http://lib.ansan.go.kr,37.29883865,126.86294400,2026-06-19,3930000,경기도 안산시
월피예술도서관,경기도,안산시,공공도서관,매주월요일+국가지정공휴일+추석연휴+설날연휴,09:00,22:00,09:00,18:00,09:00,18:00,400,29274,120,430,10,14,경기도 안산시 상록구 광덕산안길 32(월피동),안산시 감골도서관,031-369-1869,1721.9,3205.64,http://lib.ansan.go.kr,37.33620779,126.84555970,2026-06-19,3930000,경기도 안산시
중앙도서관,경기도,안산시,공공도서관,매주월요일+국가지정공휴일+추석연휴+설날연휴,08:00,22:00,08:00,22:00,08:00,22:00,896,310666,129,5956,10,14,경기도 안산시 단원구 안산천남로 14(고잔동),안산시 중앙도서관,031-481-2702,9975.7,7358,http://lib.ansan.go.kr,37.30455330,126.82136250,2026-06-19,3930000,경기도 안산시
원고잔도서관,경기도,안산시,공공도서관,매주금요일+국가지정공휴일+추석연휴+설날연휴,09:00,22:00,09:00,18:00,09:00,18:00,194,41605,28,0,10,14,경기도 안산시 단원구 원고잔공원로 33(고잔동),안산시 중앙도서관,031-481-3877,861,783.28,http://lib.ansan.go.kr,37.32466768,126.82476270,2026-06-19,3930000,경기도 안산시
안산미디어도서관,경기도,안산시,공공도서관,매주금요일+국가지정공휴일+추석연휴+설날연휴,09:00,22:00,09:00,18:00,09:00,18:00,474,45739,316,25886,10,14,경기도 안산시 단원구 광덕1로 198(고잔동),안산시 중앙도서관,031-481-3961,4000,2830,http://lib.ansan.go.kr,37.30721498,126.83116970,2026-06-19,3930000,경기도 안산시
신길작은도서관,경기도,안산시,작은도서관,매주금요일+국가지정공휴일+추석연휴+설날연휴,09:00,18:00,09:00,18:00,09:00,18:00,50,17422,9,0,10,14,경기도 안산시 단원구 삼일로 42-7(신길동),안산시 중앙도서관,031-481-3833,,245.7,http://lib.ansan.go.kr,37.33474025,126.78313020,2026-06-19,3930000,경기도 안산시
신길샛별 작은도서관,경기도,안산시,작은도서관,매주월요일+국가지정공휴일+추석연휴+설날연휴,09:00,18:00,09:00,18:00,09:00,18:00,36,17177,10,490,10,14,경기도 안산시 단원구 새뿔길 55(신길동),안산 YMCA,031-492-2707,192,192,http://lib.ansan.go.kr,37.33741930,126.77770370,2026-06-19,3930000,경기도 안산시
수암도서관,경기도,안산시,공공도서관,매주월요일+국가지정공휴일+추석연휴+설날연휴,09:00,18:00,09:00,18:00,09:00,18:00,133,25259,18,1737,10,14,경기도 안산시 상록구 원당골1길 23-3(수암동),안산시 감골도서관,031-481-3968,497.4,546.78,http://lib.ansan.go.kr,37.36433212,126.87715780,2026-06-19,3930000,경기도 안산시
성포도서관,경기도,안산시,공공도서관,매주월요일+국가지정공휴일+추석연휴+설날연휴,09:00,22:00,09:00,22:00,09:00,22:00,527,142767,98,3380,10,14,경기도 안산시 상록구 충장로 528(성포동),안산시 감골도서관,031-481-2755,4400,2811,http://lib.ansan.go.kr,37.32514130,126.85036770,2026-06-19,3930000,경기도 안산시
선부도서관,경기도,안산시,공공도서관,매주월요일+국가지정공휴일+추석연휴+설날연휴,09:00,22:00,09:00,18:00,09:00,18:00,262,57063,57,1859,10,14,경기도 안산시 단원구 선부로 100(선부동),안산시 중앙도서관,031-481-3888,2470,1082.57,http://lib.ansan.go.kr,37.34114552,126.80614470,2026-06-19,3930000,경기도 안산시
석수골 작은도서관,경기도,안산시,작은도서관,매주월요일+국가지정공휴일+추석연휴+설날연휴,09:00,18:00,09:00,18:00,09:00,18:00,25,16497,14,367,10,14,경기도 안산시 단원구 석수로 9길 20(선부동),안산 YMCA,031-439-2707,242.12,242.12,http://lib.ansan.go.kr,37.34656968,126.80393680,2026-06-19,3930000,경기도 안산시
상록어린이도서관,경기도,안산시,공공도서관,매주금요일+국가지정공휴일+추석연휴+설날연휴,09:00,18:00,09:00,18:00,09:00,18:00,95,127899,69,3537,10,14,경기도 안산시 상록구 구룡체육관로 45(일동),안산시 감골도서관,031-481-2671,3730,2196,http://lib.ansan.go.kr,37.30732706,126.86203160,2026-06-19,3930000,경기도 안산시
사이동꿈을키우는 작은도서관,경기도,안산시,작은도서관,매주월요일+국가지정공휴일+추석연휴+설날연휴,09:00,18:00,09:00,18:00,09:00,18:00,45,12015,8,518,10,14,경기도 안산시 상록구 영화5길 15(사동),안산시새마을회,031-417-2707,155.73,155.73,http://lib.ansan.go.kr,37.27971940,126.85110410,2026-06-19,3930000,경기도 안산시
부곡도서관,경기도,안산시,공공도서관,매주금요일+국가지정공휴일+추석연휴+설날연휴,09:00,22:00,09:00,18:00,09:00,18:00,86,26191,18,1283,10,14,경기도 안산시 상록구성호로 333(부곡동),안산시 감골도서관,031-481-3604,408,427.9,http://lib.ansan.go.kr,37.32864894,126.85867600,2026-06-19,3930000,경기도 안산시
본오도서관,경기도,안산시,공공도서관,매주월요일+국가지정공휴일+추석연휴+설날연휴,09:00,18:00,09:00,18:00,09:00,18:00,104,36335,23,531,10,14,경기도 안산시 상록구 각골로 49(본오동),안산시 감골도서관,031-481-3697,480.1,740.2,http://lib.ansan.go.kr,37.29399604,126.87229190,2026-06-19,3930000,경기도 안산시
반월도서관,경기도,안산시,공공도서관,매주월요일+국가지정공휴일+추석연휴+설날연휴,09:00,22:00,09:00,18:00,09:00,18:00,276,39724,24,1818,10,14,경기도 안산시 상록구 반월새싹길 39-3(건건동),안산시 감골도서관,031-481-2663,2446,956.06,http://lib.ansan.go.kr,37.30932822,126.90280410,2026-06-19,3930000,경기도 안산시
대부도서관,경기도,안산시,공공도서관,매주월요일+국가지정공휴일+추석연휴+설날연휴,09:00,22:00,09:00,18:00,09:00,18:00,99,44327,22,1738,10,14,경기도 안산시 단원구 대남로 30(대부북동),안산시 중앙도서관,031-481-3955,2091,997.25,http://lib.ansan.go.kr,37.24047289,126.58311730,2026-06-19,3930000,경기도 안산시
당곡작은도서관,경기도,안산시,작은도서관,매주월요일+국가지정공휴일+추석연휴+설날연휴,09:00,18:00,09:00,18:00,09:00,18:00,52,25194,16,0,10,14,경기도 안산시 단원구 예술대학로 76(중앙동),안산시 중앙도서관,031-481-3879,,429.08,http://lib.ansan.go.kr,37.32393654,126.83774380,2026-06-19,3930000,경기도 안산시
달미작은도서관,경기도,안산시,작은도서관,매주금요일+국가지정공휴일+추석연휴+설날연휴,09:00,18:00,09:00,18:00,09:00,18:00,80,27034,18,0,10,14,경기도 안산시 단원구 선삼로4안길 25-9(선부동),안산시 중앙도서관,031-481-3750,,499.64,http://lib.ansan.go.kr,37.34886800,126.80988540,2026-06-19,3930000,경기도 안산시
단원어린이도서관,경기도,안산시,공공도서관,매주월요일+국가지정공휴일+추석연휴+설날연휴,09:00,18:00,09:00,18:00,09:00,18:00,250,126295,54,3999,10,14,경기도 안산시 단원구 화정로 30(초지동),안산시 중앙도서관,031-481-2678,3912.5,2018.11,http://lib.ansan.go.kr,37.33110589,126.81602800,2026-06-19,3930000,경기도 안산시
관산도서관,경기도,안산시,공공도서관,매주금요일+국가지정공휴일+추석연휴+설날연휴,09:00,22:00,09:00,18:00,09:00,18:00,462,201404,96,5169,10,14,경기도 안산시 단원구 관산길 29(원곡동),안산시 중앙도서관,031-481-2751,6916,3737.48,http://lib.ansan.go.kr,37.33213440,126.79957270,2026-06-19,3930000,경기도 안산시
감골도서관,경기도,안산시,공공도서관,매주금요일+국가지정공휴일+추석연휴+설날연휴,07:00,22:00,07:00,22:00,07:00,22:00,463,163119,97,5330,10,14,경기도 안산시 상록구 감골공원안길 16-1(사동),안산시 감골도서관,031-481-3710,12169,3351,http://lib.ansan.go.kr,37.29261860,126.85451120,2026-06-19,3930000,경기도 안산시
소사칙칙폭폭도서관,경기도,부천시,작은도서관,토+일+국가지정공휴일,11:00,20:00,00:00,00:00,00:00,00:00,13,1564,0,0,5,14,"경기도 부천시 원미구 소사로284, 서해선/1호선 소사역(7번 출구)",경기도 부천시청,032-625-9789,,33.06,www.bcl.go.kr,37.48316913,126.7949785,2026-06-26,3860000,경기도 부천시
시정담벼락 작은도서관,경기도,부천시,작은도서관,연중무휴,06:00,21:00,06:00,21:00,07:00,21:00,58,18932,2,0,5,14,경기도 부천시 원미구 길주로 210,경기도 부천시청,032-625-4505,,589.09,www.bcl.go.kr,37.50358103,126.7653372,2026-06-26,3860000,경기도 부천시
신흥어울마당작은도서관,경기도,부천시,작은도서관,토+일+국가지정공휴일,09:00,18:00,00:00,00:00,00:00,00:00,79,9652,2,19,5,14,경기도 부천시 오정구 삼작로 109,경기도 부천시청,032-625-4691,,411.85,www.bcl.go.kr,37.52045991,126.7733416,2026-06-26,3860000,경기도 부천시
신중동역칙칙폭폭작은도서관,경기도,부천시,작은도서관,토+일+국가지정공휴일,11:00,20:00,00:00,00:00,00:00,00:00,22,9769,0,0,5,14,경기도 부천시 원미구 길주로 지하 314,경기도 부천시청,032-625-4787,,100.59,www.bcl.go.kr,37.50296419,126.7764902,2026-06-26,3860000,경기도 부천시
상동역칙칙폭폭작은도서관,경기도,부천시,작은도서관,토+일+국가지정공휴일,11:00,20:00,00:00,00:00,00:00,00:00,15,8901,0,0,5,14,경기도 부천시 원미구 길주로 지하 104,경기도 부천시청,032-625-4786,,52.5,www.bcl.go.kr,37.50580985,126.753187,2026-06-26,3860000,경기도 부천시
숲속작은도서관,경기도,부천시,작은도서관,일+월+국가지정공휴일,11:00,20:00,10:00,19:00,00:00,00:00,30,11897,0,0,5,14,경기도 부천시 원미구 소향로 162,경기도 부천시청,032-625-4555,,140.09,www.bcl.go.kr,37.5006043,126.7637161,2026-06-26,3860000,경기도 부천시
행복한작은도서관,경기도,부천시,작은도서관,일+국가지정공휴일,10:00,20:00,09:00,13:00,00:00,00:00,31,16421,0,206,5,14,경기도 부천시 오정구 상오정로 10,사단법인 일과사람,032-679-2907,,141,www.bcl.go.kr,37.52400682,126.785059,2026-06-26,3860000,경기도 부천시
햇살이가득한작은도서관,경기도,부천시,작은도서관,토+일+국가지정공휴일,09:00,18:00,00:00,00:00,00:00,00:00,36,18952,0,0,5,14,경기도 부천시 원미구 부천로90번길 51,새마을문고중앙회 부천시지부,032-652-3172,,193,www.bcl.go.kr,37.49226693,126.7876698,2026-06-26,3860000,경기도 부천시
진말책향기작은도서관,경기도,부천시,작은도서관,토+일+국가지정공휴일,09:00,18:00,00:00,00:00,00:00,00:00,36,12238,0,0,5,14,경기도 부천시 원미구 장말로351번길 9,지역사회교육 사회적협동조합,032-661-8366,,141.96,www.bcl.go.kr,37.49092729,126.7806083,2026-06-26,3860000,경기도 부천시
아름드리도서관,경기도,부천시,작은도서관,토+일+국가지정공휴일,09:00,18:00,00:00,00:00,00:00,00:00,33,16432,0,0,5,14,경기도 부천시 오정구 삼작로 52,사회복지법인 대한예수회장로교총회 한국장로교복지재단,032-323-3160,,85,www.bcl.go.kr,37.51975033,126.7664762,2026-06-26,3860000,경기도 부천시
약대신나는가족도서관,경기도,부천시,작은도서관,토+일+국가지정공휴일,09:00,18:00,00:00,00:00,00:00,00:00,29,16355,0,0,5,14,경기도 부천시 원미구 수도로 44,더봄복지사회적협동조합,032-682-5800,,105,www.bcl.go.kr,37.51330628,126.7713111,2026-06-26,3860000,경기도 부천시
